"C, wt.%","Si, wt.%","Mn, wt.%","P, wt.%","S, wt.%","Ni, wt.%","Cr, wt.%","Mo, wt.%","Al, wt.%","N, wt.%","Ti, wt.%","Fe, wt.%","Nb, wt.%","B, wt.%","Cu, wt.%","V, wt.%","Zr, wt.%","W, wt.%","Sn, wt.%","Co, wt.%","O, wt,%","Ta, wt.%","As, wt%","Sb, wt.%",Length (mm),Width (mm),Thickness (mm),Test Temperature (C) ,Impact energy (J),DBTT,USE
0.16,0.17,1.29,0.013,0.014,0.95,0.11,0.49,0.0,0.0,0.0,96.781,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,260.905349794238,62.4,4.5,69.26666385501571
0.21,0.0,0.33,0.002,0.002,2.66,1.81,0.53,0.0,0.0,0.0,94.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-90.2881536819637,22.4159402241594,-45.0,271.1426451354022
0.18,0.075,1.35,0.005,0.004,0.78,0.135,0.52,0.005,0.0,0.0,96.8885,0.0,0.0,0.05,0.005,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,37.4280230326295,237.150837988826,14.0,257.68156424581
0.22,0.53,1.35,0.18,0.012,0.62,0.0,0.53,0.0,0.0,0.0,96.418,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,5.0,5.0,255.918367346938,12.7309352517985,117.0,13.17890957388901
0.22,0.18,1.35,0.01,0.012,0.62,0.0,0.62,0.0,0.0,0.0,96.848,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3.33,229.385964912279,1.98895027624309,162.0,4.39039114856144
0.2,0.0,0.3,0.0,0.0,3.64,1.8,0.49,0.0,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-196.172248803827,4.96240601503751,-89.0,233.161572144501
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.6617647058823,83.6653386454183,-52.0,188.3424025444033
0.18,0.16,1.55,0.25,0.0034,0.65,0.16,0.0,0.0,0.0,0.0,96.7466,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,199.333153153153,98.8080301129235,180.0,119.447929736511
0.19,0.2,1.29,0.007,0.008,0.8,0.12,0.53,0.0,0.0,0.0,96.745,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,149.892008639308,188.069073783359,-38.0,184.1258626984198
0.16,0.37,0.74,0.01,0.005,1.9,0.09,0.61,0.0,0.0,0.0,96.06,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-70.0,2.1,-30.0,8.0
0.1,0.2,0.7,0.0,0.0,1.9,0.15,1.5,0.03,0.0,0.0,95.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-80.7017543859648,7.48081841432224,-57.0,249.5177713643042
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,49.6323529411764,168.12749003984,12.0,217.8225165281674
0.21,0.21,0.3,0.0,0.0,3.6,1.8,0.5,0.0,0.0,0.0,93.35,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-196.251171508903,13.9618138424821,-95.0,256.7797861201668
0.21,0.0,0.0,0.0,0.0,3.65,1.04,0.54,0.0,0.0,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.483282674772,115.720524017467,-37.0,178.7008675567533
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,121.6255144032917,128.2014460150376,66.58,131.8797906428824
0.19,0.2,1.29,0.007,0.008,0.8,0.12,0.53,0.0,0.0,0.0,96.745,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,99.7840172786176,180.847723704866,-38.0,184.1258626984198
0.159,0.24,1.37,0.005,0.008,0.7,0.17,0.5,0.023,0.0,0.0,96.75,0.0,0.0,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,0.0,7.0,-30.0,7.0
0.19,0.27,1.35,0.008,0.02,0.56,0.0,0.55,0.0,0.0,0.0,96.982,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-17.5036511449878,14.8762762306432,42.0,98.6303627532474
0.148,0.239,1.19,0.0,0.0,0.388,0.248,0.103,0.018,0.0,0.0,97.572,0.0,0.0,0.044,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,68.805088665874,403.701217096903,-44.0,403.9565440358332
0.21,0.26,1.2,0.0,0.0,0.28,0.23,0.05,0.02,0.0,0.0,97.704,0.0,0.0,0.04,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-10.5610561056105,196.938775510204,-16.0,348.3117522923814
0.16,0.17,1.29,0.013,0.014,0.95,0.11,0.49,0.0,0.0,0.0,96.781,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,37.6513317191283,158.344113842173,31.0,150.6876097000429
0.21,0.0,0.0,0.0,0.0,3.65,1.04,0.54,0.0,0.0,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-120.060790273556,6.5502183406113,-37.0,178.7008675567533
0.23,0.25,1.4,0.0,0.0,0.9,0.15,0.5,0.0,0.0,0.0,96.54,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-73.2895970009371,5.01193317422433,33.0,180.8747574525961
0.215,0.0,0.334,0.002,0.0,2.66,1.81,0.0,0.0,0.0,0.0,94.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-75.3541076487252,10.8108108108108,-46.0,273.2258046109118
0.16,0.33,1.27,0.01,0.005,1.97,0.07,0.63,0.0,0.0,0.0,95.49,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,0.0,7.0,-50.0,8.0
0.2,0.23,1.35,0.012,0.015,0.75,0.2,0.5,0.0,0.0,0.0,96.623,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,9.58343465045598,186.666666666666,-49.0,214.6217922449976
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3.33,-26.8271893923422,6.8653542791925,4.0,7.065141457737136
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,130.743243243243,127.810196560196,1.2,138.1189938135205
0.19,0.17,1.41,0.004,0.002,0.74,0.12,0.48,0.0,0.0,0.0,96.854,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,19.7424892703863,124.217844727694,35.0,240.0663172362686
0.18,0.24,1.42,0.017,0.004,0.84,0.14,0.51,0.0,0.0,0.0,96.509,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-1.1029411764706,85.6573705179282,12.0,217.8225165281674
0.211,0.0,0.111,0.002,0.0,3.64,1.85,0.0,0.0,0.0,0.0,94.186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-99.4812680115273,94.6704067321178,-83.0,242.0293971447687
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-155.555555555555,2.86532951289399,7.26,144.060117226837
0.212,0.0,0.326,0.002,0.0,3.63,1.04,0.0,0.0,0.0,0.0,94.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,7.76595744680855,147.52781211372,-25.0,188.5453418787759
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3.33,-99.4898626791023,3.18044358502773,-85.0,6.936235575815132
0.21,0.0,0.3,0.0,0.0,3.59,1.79,0.54,0.0,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.4878048780487,176.491646778042,-74.0,233.5491826321516
0.23,0.22,1.31,0.028,0.017,0.7,0.003,0.52,0.0,0.01,0.0,96.6574,0.0,0.0006,0.3,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,49.438202247191,95.920889987639,27.0,146.8625852856655
0.2,0.0,0.33,0.002,0.0,3.7,1.86,1.0,0.0,0.0,0.0,92.908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.022988505747,168.499257057949,-71.0,198.4653123247844
0.22,0.53,1.35,0.18,0.012,0.62,0.0,0.53,0.0,0.0,0.0,96.418,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,5.0,5.0,23.673469387755,1.79280575539568,117.0,13.17890957388901
0.17,0.25,0.62,0.007,0.009,0.69,0.39,0.64,0.0,0.0,0.0,97.194,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,66.8761220825853,102.413793103448,57.0,99.37369440166789
0.18,0.35,0.77,0.01,0.005,0.96,0.08,0.63,0.0,0.0,0.0,96.96,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-160.0,3.0,-175.0,8.5
0.19,0.15,0.28,0.002,0.003,3.73,1.69,0.5,0.002,0.0,0.001,93.44,0.005,0.0,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-100.098231827112,10.657894736842,-21.0,272.496441184029
0.212,0.0,0.326,0.002,0.0,3.63,1.04,0.0,0.0,0.0,0.0,94.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,0.106382978723445,158.343634116192,-35.0,180.5153850519446
0.16,0.37,0.74,0.01,0.005,1.9,0.09,0.61,0.0,0.0,0.0,96.06,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,175.0,5.9,20.0,6.2
0.23,0.22,1.31,0.003,0.017,0.7,0.003,0.52,0.0,0.01,0.0,96.6824,0.0,0.0006,0.3,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,31.5508021390373,89.5808383233533,32.0,153.1501711457589
0.21,0.0,1.36,0.0,0.0,0.92,0.21,0.49,0.0,0.0,0.0,96.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,3.5422343324252,170.0,-14.0,269.3456061740204
0.2,0.23,1.35,0.012,0.015,0.75,0.2,0.5,0.0,0.0,0.0,96.623,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-51.8084730803177,107.807486631016,-48.0,214.6036725267183
0.16,0.22,1.33,0.008,0.004,0.76,0.22,0.51,0.0,0.0,0.0,96.691,0.0,0.0,0.07,0.01,0.0,0.0,0.0,0.017,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-45.1327433628318,85.2631578947368,-57.0,168.421052631578
0.23,0.22,1.31,0.003,0.017,0.7,0.003,0.52,0.0,0.01,0.0,96.6824,0.0,0.0006,0.3,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,148.128342245989,141.317365269461,32.0,153.1501711457589
0.21,0.0,0.0,0.0,0.0,3.7,1.86,1.02,0.0,0.0,0.0,93.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.0836653386454,168.136020151133,-88.0,198.3420274600677
0.2,0.25,1.2,0.0,0.0,0.3,0.2,0.1,0.02,0.0,0.0,97.63,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-40.1554404145077,34.0172786177105,-16.0,335.7653067590625
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,5.0,5.0,-90.2366343490304,18.3216783216783,-68.0,42.66052980894681
0.19,0.15,0.28,0.002,0.003,3.73,1.69,0.5,0.002,0.0,0.001,93.44,0.005,0.0,0.004,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-29.9607072691551,69.8684210526314,-21.0,272.496441184029
0.21,0.0,0.0,0.0,0.0,3.65,1.04,0.54,0.0,0.0,0.0,94.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,99.9999999999999,188.209606986899,-37.0,178.7008675567533
0.21,0.0,0.32,0.002,0.002,3.65,1.04,0.54,0.0,0.0,0.0,94.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-30.343300110742,88.258064516129,-25.0,187.7889889295027
0.14,0.23,1.28,0.004,0.0023,0.34,0.22,0.06,0.015,0.0,0.0,97.6337,0.0,0.0,0.03,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-40.0712377560106,316.518847006651,-69.0,382.2667671645865
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.5,1.5,-39.8359147609147,1.0086075949367,-95.0,0.9548354457248865
0.2,0.0,0.32,0.0,0.0,3.56,1.78,0.49,0.0,0.0,0.0,93.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,49.7787610619468,94.773519163763,-84.0,92.73747286018671
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,284.69387755102,184.686346863468,15.0,183.6428102769749
0.21,0.0,0.3,0.0,0.0,3.59,1.79,0.54,0.0,0.0,0.0,93.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-30.1369863013698,186.467065868263,-70.0,222.7125732650454
0.21,0.25,1.24,0.007,0.002,0.88,0.21,0.47,0.008,0.0,0.0,96.689,0.0,0.0,0.03,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,69.8858647936787,276.705141657922,-5.0,326.4446930722329
0.1,0.2,0.7,0.0,0.0,1.5,0.15,1.0,0.03,0.0,0.0,96.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,19.8830409356724,351.023017902813,-29.0,412.0513244805352
0.08,0.11,1.33,0.007,0.003,0.83,0.0,0.43,0.0,0.0,0.0,97.13,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.33,3.33,-79.753155940594,1.4762484774665,-68.0,9.289542132525217
0.2,0.085,1.35,0.007,0.003,0.83,0.155,0.5,0.013,0.0,0.0,96.8095,0.0,0.0,0.04,0.004,0.0,0.0,0.0035,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-40.0191938579654,53.631284916201,-12.0,288.4576293475158
0.22,0.2,1.23,0.007,0.0022,0.86,0.21,0.49,0.0,0.0,0.0,96.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-49.9999999999999,116.938519447929,-51.0,193.9966627768262
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-85.5318398474736,184.743411927877,-78.0,278.6606818274587
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,259.2677114898678,119.4032534647,99.3,136.514176813562
0.21,0.0,0.33,0.002,0.002,2.66,1.81,0.53,0.0,0.0,0.0,94.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-0.213447171825066,220.79701120797,-45.0,271.1426451354022
0.23,0.26,0.66,0.01,0.022,0.85,0.35,0.59,0.0,0.0,0.0,96.998,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,233.511586452762,83.398533007335,14.0,85.69079983319754
0.22,0.2,1.23,0.007,0.0022,0.86,0.21,0.49,0.0,0.0,0.0,96.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-80.0403225806451,14.0526976160602,-12.0,165.326765934577
0.18,0.14,1.38,0.003,0.003,0.71,0.26,0.47,0.0,0.0,0.0,96.804,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,50.0000000000001,203.865336658354,-28.0,224.8301124947341
0.22,0.18,1.35,0.01,0.012,0.62,0.0,0.62,0.0,0.0,0.0,96.848,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,240.83885209713,55.009633911368,88.0,63.82669296502637
0.19,0.2,1.29,0.007,0.008,0.8,0.12,0.53,0.0,0.0,0.0,96.745,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-125.206611570247,2.49376558603489,-39.0,194.1906240579577
0.2,0.23,1.35,0.012,0.015,0.75,0.2,0.5,0.0,0.0,0.0,96.623,0.0,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-26.1650485436893,251.229946524064,-48.0,214.6036725267183
0.21,0.12,1.36,0.0,0.0,0.47,0.21,0.49,0.0,0.0,0.0,97.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,4.8,4.8,-160.11396011396,3.53233830845771,-88.0,39.18540126876
0.215,0.0,0.334,0.002,0.0,2.66,1.81,0.0,0.0,0.0,0.0,94.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-120.302171860245,6.30630630630634,-46.0,273.2258046109118
0.25,0.28,1.33,0.035,0.035,0.55,0.0,0.53,0.0,0.0,0.0,96.84,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-12.8061643835616,100.534045393858,-15.0,215.0791990779605
0.22,0.2,1.23,0.007,0.0022,0.86,0.21,0.49,0.0,0.0,0.0,96.7808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-19.9596774193547,168.130489335006,-51.0,193.9966627768262
0.21,0.0,1.36,0.0,0.0,0.92,0.21,0.49,0.0,0.0,0.0,96.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-17.7111716621252,110.869565217391,-14.0,269.3456061740204
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.5,2.5,-80.9792296854406,0.795261156532322,-49.0,3.320406967338977
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3.33,-4.17360298340383,7.30901200194822,4.0,7.065141457737136
0.2,0.25,1.2,0.0,0.0,0.3,0.2,0.1,0.02,0.0,0.0,97.63,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-30.0518134715026,97.6781857451404,-16.0,335.7653067590625
0.21,0.21,0.3,0.0,0.0,3.6,1.8,0.5,0.0,0.0,0.0,93.35,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-133.270852858481,70.1670644391408,-95.0,256.7797861201668
0.2,0.22,1.49,0.006,0.008,0.59,0.0,0.46,0.0,0.0,0.0,96.962,0.0,0.0,0.06,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,3.33,3.33,-144.648737650933,0.790376632911943,-73.0,4.985305979369034
0.23,0.22,1.31,0.003,0.017,0.7,0.003,0.52,0.0,0.01,0.0,96.6824,0.0,0.0006,0.3,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-6.4171122994652,45.9880239520958,32.0,153.1501711457589
0.23,0.19,1.48,0.008,0.016,0.68,0.12,0.51,0.0,0.0,0.0,96.606,0.0,0.0,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,164.8338368580056,23.4738985074627,164.0,125.1039043592087
0.22,0.23,1.37,0.009,0.015,0.59,0.18,0.6,0.35,0.008,0.01,96.2694,0.0,0.0008,0.12,0.004,0.001,0.01,0.0018,0.008,0.003,0.0,0.0,0.0,55.0,10.0,10.0,-40.1259762819899,8.41833426801079,28.0,111.8298748051578
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,2.52252252252247,93.416149068323,6.48,144.3268938419781
0.21,0.24,1.36,0.007,0.002,0.92,0.21,0.49,0.022,0.0,0.0,96.50150000000001,0.0,0.0,0.03,0.005,0.0,0.0,0.0025,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-17.8502879078694,127.793296089385,-8.0,255.58659217877
0.22,0.31,1.36,0.01,0.012,0.58,0.13,0.52,0.0,0.0,0.0,96.718,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,20.6240637745643,132.567049808429,-16.0,157.8845317418927
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,5.982905982906,92.8366762177649,7.26,144.060117226837
0.22,0.22,1.27,0.013,0.013,0.59,0.11,0.57,0.021,0.006,0.01,96.7756,0.0,0.0004,0.15,0.001,0.001,0.01,0.009,0.01,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-26.4957264957264,22.0630372492836,7.26,144.060117226837
0.21,0.0,0.33,0.002,0.002,2.66,1.81,0.53,0.0,0.0,0.0,94.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,149.626467449306,285.05603985056,-45.0,271.1426451354022
0.21,0.0,0.11,0.002,0.002,3.64,1.85,0.54,0.0,0.0,0.0,93.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-99.8939554612937,95.0124688279301,-82.0,241.9928682732169
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.33,3.33,-82.9685643564356,0.423873325213156,-52.0,8.341933340787179
0.22,0.23,1.37,0.009,0.015,0.59,0.18,0.6,0.35,0.008,0.01,96.2694,0.0,0.0008,0.12,0.004,0.001,0.01,0.0018,0.008,0.003,0.0,0.0,0.0,55.0,10.0,10.0,-78.5786975611758,14.6368846516844,-43.0,46.22242650730757
0.21,0.0,0.33,0.002,0.002,2.66,1.81,0.53,0.0,0.0,0.0,94.456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.4055496264675,147.571606475716,-62.0,253.5957480153664
0.15,0.25,1.2,0.0,0.0,0.37,0.23,0.08,0.02,0.0,0.0,97.61,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-60.1036269430051,6.31749460043192,-35.0,390.4689643866132
0.19,0.27,1.35,0.008,0.02,0.56,0.0,0.55,0.0,0.0,0.0,96.982,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,5.02310031223029,37.3778603192261,26.0,101.8474400597683
0.17,0.25,1.3,0.009,0.003,0.73,0.1,0.47,0.0,0.0,0.0,96.903,0.0,0.0,0.063,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,10.0,10.0,-62.9139072847681,62.1121569433636,-24.0,231.0862553592696
0.18,0.16,1.55,0.003,0.0014,0.64,0.16,0.5,0.0,0.0,0.0,96.7756,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.5,1.5,19.8201005025125,0.940127388535031,-138.0,1.08993630573248
0.18,0.35,0.77,0.01,0.005,0.96,0.08,0.63,0.0,0.0,0.0,96.96,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,4.0,-75.0,7.0,-75.0,8.4
